Order_ID,Customer_ID,Sales_Date,Sales_Amount,Product_Category
ORD02862,C0204,2025-09-25,29572,Electronics
ORD02863,C0263,2025-06-19,71448,Electronics
ORD02864,C0256,2025-12-01,5178,Furniture
ORD02865,C0307,2025-08-19,9969,Office Supplies
ORD02866,C0345,2025-09-07,2330,Furniture
ORD02867,C0066,2024-07-11,11892,Furniture
ORD02868,C0380,2024-10-15,30471,Furniture
ORD02869,C0151,2025-10-01,11320,Office Supplies
ORD02870,C0424,2025-05-18,41669,Furniture
ORD02871,C0002,2025-10-15,72559,Furniture
ORD02872,C0278,2025-02-10,64961,Electronics
ORD02873,C0058,2025-12-21,58651,Electronics
ORD02874,C0151,2025-09-16,70262,Office Supplies
ORD02875,C0162,2025-08-22,50431,Electronics
ORD02876,C0132,2024-07-25,56377,Furniture
ORD02877,C0426,2024-02-18,33848,Electronics
ORD02878,C0214,2024-05-24,52353,Furniture
ORD02879,C0092,2024-09-29,2420,Office Supplies
ORD02880,C0311,2025-01-23,22489,Office Supplies
ORD02881,C0341,2025-05-19,8445,Electronics
ORD02882,C0456,2025-12-31,33321,Electronics
ORD02883,C0434,2024-04-13,49783,Furniture
ORD02884,C0218,2025-04-04,9108,Electronics
ORD02885,C0347,2025-09-26,11043,Office Supplies
ORD02886,C0239,2024-05-01,61917,Electronics
ORD02887,C0004,2024-10-01,44727,Office Supplies
ORD02888,C0313,2025-08-09,79457,Electronics
ORD02889,C0367,2024-02-16,63433,Electronics
ORD02890,C0466,2025-06-12,73131,Office Supplies
ORD02891,C0012,2024-06-02,23606,Electronics
ORD02892,C0125,2024-04-17,73778,Office Supplies
ORD02893,C0332,2025-02-11,5240,Furniture
ORD02894,C0018,2024-07-14,41952,Furniture
ORD02895,C0056,2025-10-11,12780,Furniture
ORD02896,C0122,2024-10-29,12783,Furniture
ORD02897,C0461,2025-12-24,34654,Electronics
ORD02898,C0143,2025-02-21,46278,Furniture
ORD02899,C0154,2024-12-01,12257,Electronics
ORD02900,C0491,2024-09-10,28058,Furniture
ORD02901,C0187,2025-08-24,10829,Furniture
ORD02902,C0407,2024-11-04,12419,Furniture
ORD02903,C0336,2025-02-24,54237,Electronics
ORD02904,C0013,2025-12-07,26742,Furniture
ORD02905,C0103,2024-08-26,68178,Furniture
ORD02906,C0367,2024-11-11,67711,Furniture
ORD02907,C0171,2024-01-20,8144,Furniture
ORD02908,C0480,2024-10-28,35329,Electronics
ORD02909,C0167,2024-07-02,42559,Office Supplies
ORD02910,C0001,2024-03-06,75273,Electronics
ORD02911,C0212,2025-01-09,31278,Furniture
ORD02912,C0133,2025-04-17,3579,Furniture
ORD02913,C0334,2025-03-21,56968,Office Supplies
ORD02914,C0400,2025-11-25,63899,Furniture
ORD02915,C0260,2025-10-02,13987,Electronics
ORD02916,C0136,2024-03-07,41493,Furniture
ORD02917,C0077,2024-10-07,37105,Office Supplies
ORD02918,C0480,2025-03-19,37006,Office Supplies
ORD02919,C0034,2025-12-02,42464,Electronics
ORD02920,C0178,2024-01-26,75808,Electronics
ORD02921,C0343,2024-09-28,26734,Furniture
ORD02922,C0377,2024-03-18,69253,Furniture
ORD02923,C0021,2025-01-22,28349,Office Supplies
ORD02924,C0079,2025-09-07,34750,Office Supplies
ORD02925,C0375,2025-02-17,48708,Electronics
ORD02926,C0400,2024-07-28,19976,Furniture
ORD02927,C0044,2024-02-20,5527,Furniture
ORD02928,C0317,2025-11-02,77395,Electronics
ORD02929,C0444,2024-06-26,57264,Furniture
ORD02930,C0386,2024-08-29,68691,Furniture
ORD02931,C0388,2025-04-28,4391,Office Supplies
ORD02932,C0313,2025-07-28,13846,Office Supplies
ORD02933,C0411,2024-06-11,3253,Furniture
ORD02934,C0025,2025-09-12,13460,Furniture
ORD02935,C0440,2024-08-04,32343,Office Supplies
ORD02936,C0347,2024-06-04,32965,Furniture
ORD02937,C0066,2024-11-21,77353,Electronics
ORD02938,C0069,2025-07-19,57163,Furniture
ORD02939,C0251,2024-05-02,15565,Office Supplies
ORD02940,C0442,2025-09-14,23129,Office Supplies
ORD02941,C0151,2025-08-10,15174,Electronics
ORD02942,C0262,2024-08-04,1340,Electronics
ORD02943,C0219,2024-06-26,32324,Office Supplies
ORD02944,C0058,2025-06-08,28767,Office Supplies
ORD02945,C0319,2024-06-23,36160,Furniture
ORD02946,C0060,2025-02-28,65732,Office Supplies
ORD02947,C0046,2025-05-20,60001,Furniture
ORD02948,C0063,2025-11-29,76115,Furniture
ORD02949,C0005,2025-05-18,12191,Electronics
ORD02950,C0242,2024-05-24,20573,Electronics
ORD02951,C0117,2025-12-21,43764,Office Supplies
ORD02952,C0063,2024-09-11,28468,Furniture
ORD02953,C0106,2024-03-25,49934,Electronics
ORD02954,C0181,2025-03-18,22963,Office Supplies
ORD02955,C0387,2025-07-10,61346,Office Supplies
ORD02956,C0071,2024-11-14,47405,Office Supplies
ORD02957,C0425,2025-10-10,3880,Furniture
ORD02958,C0368,2025-12-09,4675,Office Supplies
ORD02959,C0130,2024-04-16,35925,Furniture
ORD02960,C0341,2025-05-23,12804,Furniture
ORD02961,C0282,2024-06-18,70711,Office Supplies
ORD02962,C0313,2025-07-05,23701,Electronics
ORD02963,C0275,2025-10-28,17853,Furniture
ORD02964,C0147,2025-01-30,72748,Electronics
ORD02965,C0417,2024-04-09,53452,Electronics
ORD02966,C0193,2024-05-13,79366,Furniture
ORD02967,C0003,2024-08-05,69574,Furniture
ORD02968,C0437,2025-10-19,38334,Office Supplies
ORD02969,C0444,2025-12-14,58567,Electronics
ORD02970,C0073,2024-06-15,29534,Electronics
ORD02971,C0491,2024-05-21,34056,Electronics
ORD02972,C0439,2025-03-19,27208,Furniture
ORD02973,C0446,2025-07-23,29159,Furniture
ORD02974,C0263,2024-03-21,21782,Furniture
ORD02975,C0129,2024-04-16,39483,Furniture
ORD02976,C0070,2025-06-17,64588,Office Supplies
ORD02977,C0144,2025-05-03,46504,Office Supplies
ORD02978,C0004,2024-10-11,34838,Furniture
ORD02979,C0145,2025-12-14,12832,Furniture
ORD02980,C0218,2024-11-15,29158,Furniture
ORD02981,C0138,2024-03-20,1458,Furniture
ORD02982,C0235,2025-08-23,40262,Office Supplies
ORD02983,C0375,2024-02-04,51686,Office Supplies
ORD02984,C0165,2024-07-05,46848,Electronics
ORD02985,C0091,2025-08-15,33338,Office Supplies
ORD02986,C0066,2024-10-01,40178,Furniture
ORD02987,C0340,2025-07-04,31400,Furniture
ORD02988,C0373,2025-01-18,16558,Office Supplies
ORD02989,C0487,2025-08-24,49371,Furniture
ORD02990,C0471,2024-01-06,73106,Office Supplies
ORD02991,C0358,2025-09-10,59925,Furniture
ORD02992,C0163,2024-09-27,65762,Electronics
ORD02993,C0368,2025-07-10,16844,Office Supplies
ORD02994,C0165,2025-11-15,60043,Electronics
ORD02995,C0467,2025-03-14,56511,Electronics
ORD02996,C0178,2025-12-31,1069,Electronics
ORD02997,C0362,2025-03-15,23713,Electronics
ORD02998,C0014,2024-11-03,26583,Office Supplies
ORD02999,C0427,2025-04-04,59136,Electronics
ORD03000,C0133,2025-09-19,38389,Office Supplies
ORD03001,C0475,2025-05-02,22628,Furniture
ORD03002,C0266,2024-09-13,77607,Electronics
ORD03003,C0220,2024-04-29,46677,Electronics
ORD03004,C0474,2025-06-15,32152,Electronics
ORD03005,C0166,2025-03-11,73029,Electronics
ORD03006,C0373,2024-02-22,74357,Electronics
ORD03007,C0261,2024-06-28,3795,Office Supplies
ORD03008,C0243,2025-10-18,66828,Electronics
ORD03009,C0305,2025-05-28,68425,Electronics
ORD03010,C0088,2024-02-06,77057,Electronics
ORD03011,C0183,2024-06-30,16075,Electronics
ORD03012,C0332,2025-12-21,78775,Furniture
ORD03013,C0393,2024-05-27,26628,Office Supplies
ORD03014,C0177,2025-11-26,34977,Furniture
ORD03015,C0290,2024-03-24,28732,Electronics
ORD03016,C0374,2024-06-09,65211,Office Supplies
ORD03017,C0067,2025-08-24,77048,Electronics
ORD03018,C0086,2024-11-18,12391,Electronics
ORD03019,C0008,2025-11-19,22997,Electronics
ORD03020,C0246,2025-09-04,74587,Electronics
ORD03021,C0433,2025-01-04,61766,Office Supplies
ORD03022,C0500,2025-08-07,68175,Office Supplies
ORD03023,C0127,2024-12-06,33852,Electronics
ORD03024,C0087,2025-03-17,5449,Electronics
ORD03025,C0092,2024-06-23,40275,Electronics
ORD03026,C0283,2024-01-05,62313,Furniture
ORD03027,C0329,2024-02-02,2644,Electronics
ORD03028,C0247,2025-06-30,14646,Furniture
ORD03029,C0055,2024-12-21,7451,Furniture
ORD03030,C0278,2024-12-01,20453,Furniture
ORD03031,C0196,2024-01-14,67355,Office Supplies
ORD03032,C0457,2025-07-29,77746,Furniture
ORD03033,C0421,2025-08-12,22187,Office Supplies
ORD03034,C0026,2025-07-08,43803,Electronics
ORD03035,C0485,2025-01-01,12044,Electronics
ORD03036,C0072,2025-10-23,67876,Furniture
ORD03037,C0470,2025-01-27,6955,Electronics
ORD03038,C0494,2025-08-09,77464,Office Supplies
ORD03039,C0368,2025-04-12,38978,Office Supplies
ORD03040,C0144,2024-04-22,14474,Furniture
ORD03041,C0057,2025-01-17,77376,Electronics
ORD03042,C0121,2025-02-19,39757,Office Supplies
ORD03043,C0369,2025-05-15,33519,Furniture
ORD03044,C0065,2025-12-14,46077,Office Supplies
ORD03045,C0345,2025-11-09,3803,Electronics
ORD03046,C0075,2024-11-19,79931,Office Supplies
ORD03047,C0219,2025-06-02,37606,Office Supplies
ORD03048,C0354,2024-07-27,36267,Electronics
ORD03049,C0358,2024-05-18,74973,Office Supplies
ORD03050,C0353,2025-03-28,71907,Office Supplies
ORD03051,C0219,2025-10-05,65256,Electronics
ORD03052,C0172,2024-11-15,25134,Office Supplies
ORD03053,C0421,2025-08-03,45533,Office Supplies
ORD03054,C0318,2025-09-01,43470,Furniture
ORD03055,C0042,2025-08-18,40586,Furniture
ORD03056,C0344,2025-11-01,66101,Electronics
ORD03057,C0023,2025-04-23,12573,Office Supplies
ORD03058,C0416,2024-03-26,7171,Electronics
ORD03059,C0188,2024-07-12,29697,Furniture
ORD03060,C0418,2024-08-16,46787,Office Supplies
ORD03061,C0077,2024-04-27,62630,Electronics
ORD03062,C0104,2024-09-29,2442,Furniture
ORD03063,C0386,2025-10-08,12358,Furniture
ORD03064,C0165,2025-06-29,72210,Office Supplies
ORD03065,C0223,2025-03-06,33453,Electronics
ORD03066,C0338,2025-10-26,36663,Office Supplies
ORD03067,C0114,2025-07-08,62116,Electronics
ORD03068,C0193,2024-04-22,9427,Furniture
ORD03069,C0156,2024-05-29,16189,Electronics
ORD03070,C0433,2025-12-14,69410,Office Supplies
ORD03071,C0318,2024-12-12,34657,Office Supplies
ORD03072,C0364,2024-04-27,20391,Office Supplies
ORD03073,C0364,2025-01-30,43630,Office Supplies
ORD03074,C0298,2024-12-09,16413,Furniture
ORD03075,C0106,2024-08-26,52631,Office Supplies
ORD03076,C0200,2025-03-09,41038,Office Supplies
ORD03077,C0062,2024-10-12,30232,Electronics
ORD03078,C0112,2025-04-06,35584,Electronics
ORD03079,C0392,2024-01-01,13169,Office Supplies
ORD03080,C0280,2024-02-29,16345,Electronics
ORD03081,C0003,2025-02-23,33508,Office Supplies
ORD03082,C0085,2024-07-04,36874,Furniture
ORD03083,C0121,2024-06-11,51389,Furniture
ORD03084,C0396,2024-09-28,75522,Office Supplies
ORD03085,C0161,2024-03-23,68350,Office Supplies
ORD03086,C0321,2025-11-03,66679,Electronics
ORD03087,C0329,2025-08-16,64847,Office Supplies
ORD03088,C0335,2025-11-10,44298,Furniture
ORD03089,C0034,2025-04-05,79396,Electronics
ORD03090,C0178,2024-10-18,32252,Furniture
ORD03091,C0297,2025-07-25,6347,Office Supplies
ORD03092,C0460,2024-08-06,36352,Furniture
ORD03093,C0309,2025-12-31,34628,Office Supplies
ORD03094,C0490,2025-08-31,27859,Electronics
ORD03095,C0500,2024-10-17,36755,Electronics
ORD03096,C0269,2024-02-17,10105,Electronics
ORD03097,C0490,2024-01-06,55578,Office Supplies
ORD03098,C0167,2025-02-14,71901,Electronics
ORD03099,C0309,2025-07-02,29304,Electronics
ORD03100,C0479,2024-07-14,12240,Furniture
ORD03101,C0241,2025-08-26,23078,Furniture
ORD03102,C0410,2025-01-29,38756,Electronics
ORD03103,C0391,2025-12-17,32149,Office Supplies
ORD03104,C0025,2025-04-02,46480,Electronics
ORD03105,C0173,2025-07-31,76319,Office Supplies
ORD03106,C0014,2025-11-02,57444,Furniture
ORD03107,C0011,2025-06-12,16116,Electronics
ORD03108,C0193,2025-04-03,15451,Electronics
ORD03109,C0295,2024-04-17,58883,Office Supplies
ORD03110,C0193,2025-01-13,13838,Electronics
ORD03111,C0412,2024-11-29,22262,Electronics
ORD03112,C0277,2025-01-26,44012,Electronics
ORD03113,C0371,2025-05-25,38919,Office Supplies
ORD03114,C0140,2024-12-28,47841,Office Supplies
ORD03115,C0273,2024-07-19,78850,Electronics
ORD03116,C0044,2025-06-21,48752,Office Supplies
ORD03117,C0223,2025-01-29,44550,Furniture
ORD03118,C0453,2025-08-01,33212,Furniture
ORD03119,C0471,2025-04-18,67852,Electronics
ORD03120,C0407,2024-05-31,54781,Office Supplies
ORD03121,C0281,2025-06-10,17280,Electronics
ORD03122,C0241,2025-10-04,74127,Furniture
ORD03123,C0361,2025-10-04,32233,Electronics
ORD03124,C0031,2024-03-23,79410,Furniture
ORD03125,C0021,2025-10-05,29565,Electronics
ORD03126,C0252,2025-10-04,69844,Electronics
ORD03127,C0238,2025-03-09,17853,Electronics
ORD03128,C0494,2024-06-25,43868,Furniture
ORD03129,C0470,2025-06-27,72338,Electronics
ORD03130,C0044,2025-10-24,16247,Electronics
ORD03131,C0378,2025-03-26,61734,Furniture
ORD03132,C0051,2025-01-06,13500,Office Supplies
ORD03133,C0016,2025-04-05,66911,Furniture
ORD03134,C0160,2024-05-09,35505,Furniture
ORD03135,C0240,2025-03-21,3547,Electronics
ORD03136,C0131,2025-11-05,19211,Furniture
ORD03137,C0312,2025-03-30,54909,Furniture
ORD03138,C0255,2024-04-04,25068,Furniture
ORD03139,C0132,2024-11-01,46883,Office Supplies
ORD03140,C0155,2025-03-27,75472,Office Supplies
ORD03141,C0409,2024-12-27,12498,Office Supplies
ORD03142,C0201,2024-03-06,34327,Office Supplies
ORD03143,C0438,2025-09-22,3338,Electronics
ORD03144,C0425,2025-11-06,35686,Electronics
ORD03145,C0355,2025-08-24,3813,Furniture
ORD03146,C0156,2025-10-22,40413,Furniture
ORD03147,C0439,2025-08-08,56414,Electronics
ORD03148,C0333,2025-01-18,19962,Electronics
ORD03149,C0216,2024-12-23,33265,Office Supplies
ORD03150,C0463,2025-09-21,60867,Office Supplies
ORD03151,C0112,2025-08-19,7311,Furniture
ORD03152,C0462,2025-02-17,52167,Office Supplies
ORD03153,C0206,2025-05-12,47743,Office Supplies
ORD03154,C0078,2024-09-19,39994,Electronics
ORD03155,C0008,2024-09-03,14603,Furniture
ORD03156,C0247,2025-08-26,78820,Furniture
ORD03157,C0005,2025-02-18,46503,Office Supplies
ORD03158,C0034,2024-04-14,18165,Furniture
ORD03159,C0189,2024-02-29,62970,Furniture
ORD03160,C0282,2024-08-27,58089,Electronics
ORD03161,C0168,2024-02-13,56248,Office Supplies
ORD03162,C0262,2024-02-19,14491,Office Supplies
ORD03163,C0072,2024-05-29,61230,Electronics
ORD03164,C0392,2025-03-04,55411,Electronics
ORD03165,C0106,2025-09-13,31006,Furniture
ORD03166,C0093,2025-03-05,1160,Electronics
ORD03167,C0237,2025-10-06,59646,Electronics
ORD03168,C0440,2025-03-02,45998,Furniture
ORD03169,C0259,2024-03-09,27740,Electronics
ORD03170,C0406,2025-03-21,13922,Electronics
ORD03171,C0172,2025-11-02,35073,Electronics
ORD03172,C0423,2025-04-08,1713,Electronics
ORD03173,C0344,2025-07-18,17778,Electronics
ORD03174,C0104,2025-10-23,18382,Office Supplies
ORD03175,C0322,2024-02-28,7754,Electronics
ORD03176,C0167,2025-12-01,30197,Electronics
ORD03177,C0142,2025-02-12,62740,Office Supplies
ORD03178,C0159,2024-01-18,60397,Electronics
ORD03179,C0279,2025-01-16,29846,Electronics
ORD03180,C0058,2024-03-20,45580,Furniture
ORD03181,C0152,2025-12-14,67465,Electronics
ORD03182,C0166,2025-02-28,24292,Office Supplies
ORD03183,C0285,2025-04-16,45496,Electronics
ORD03184,C0352,2024-04-19,67722,Furniture
ORD03185,C0278,2024-08-30,32162,Furniture
ORD03186,C0148,2025-07-30,20748,Electronics
ORD03187,C0177,2024-06-02,77929,Furniture
ORD03188,C0130,2025-01-07,69277,Furniture
ORD03189,C0385,2024-03-05,50572,Furniture
ORD03190,C0100,2025-10-27,28425,Office Supplies
ORD03191,C0025,2024-07-31,18376,Electronics
ORD03192,C0050,2025-03-20,73362,Office Supplies
ORD03193,C0401,2025-06-09,7074,Furniture
ORD03194,C0002,2024-04-07,68095,Electronics
ORD03195,C0446,2024-03-26,44831,Furniture
ORD03196,C0251,2024-09-26,12483,Electronics
ORD03197,C0486,2025-01-11,14163,Electronics
ORD03198,C0054,2025-07-11,72584,Electronics
ORD03199,C0493,2025-12-10,26563,Furniture
ORD03200,C0008,2025-10-29,11217,Furniture
ORD03201,C0295,2025-12-31,10487,Office Supplies
ORD03202,C0462,2024-11-07,35885,Office Supplies
ORD03203,C0364,2024-12-16,48933,Furniture
ORD03204,C0459,2025-03-23,51884,Office Supplies
ORD03205,C0387,2025-12-29,50390,Electronics
ORD03206,C0177,2024-07-25,54867,Furniture
ORD03207,C0427,2024-04-15,14424,Furniture
ORD03208,C0063,2024-05-19,6662,Electronics
ORD03209,C0157,2025-01-10,63856,Office Supplies
ORD03210,C0138,2024-05-05,59243,Furniture
ORD03211,C0195,2024-12-18,23638,Electronics
ORD03212,C0003,2024-02-18,18100,Electronics
ORD03213,C0150,2024-07-01,17916,Electronics
ORD03214,C0496,2025-04-05,13001,Furniture
ORD03215,C0198,2024-11-14,30883,Electronics
ORD03216,C0339,2024-07-16,47608,Electronics
ORD03217,C0416,2025-09-05,60199,Office Supplies
ORD03218,C0381,2024-06-12,9577,Electronics
ORD03219,C0036,2024-11-20,18496,Office Supplies
ORD03220,C0083,2025-03-28,2142,Office Supplies
ORD03221,C0477,2025-11-28,76813,Electronics
ORD03222,C0372,2024-02-26,56269,Furniture
ORD03223,C0220,2025-10-07,34641,Electronics
ORD03224,C0025,2025-10-11,16284,Office Supplies
ORD03225,C0396,2024-04-05,66360,Office Supplies
ORD03226,C0442,2024-09-08,10851,Electronics
ORD03227,C0040,2024-02-11,16037,Electronics
ORD03228,C0490,2025-11-28,35394,Furniture
ORD03229,C0019,2024-02-19,44456,Electronics
ORD03230,C0332,2024-02-17,41807,Office Supplies
ORD03231,C0175,2025-01-31,55735,Office Supplies
ORD03232,C0416,2025-02-14,46403,Electronics
ORD03233,C0011,2024-07-24,72867,Office Supplies
ORD03234,C0184,2024-08-03,62889,Office Supplies
ORD03235,C0325,2024-07-04,18754,Furniture
ORD03236,C0396,2025-12-23,70376,Electronics
ORD03237,C0423,2025-08-10,24941,Office Supplies
ORD03238,C0308,2024-01-09,22826,Furniture
ORD03239,C0405,2024-08-07,24774,Furniture
ORD03240,C0138,2025-06-25,72276,Office Supplies
ORD03241,C0444,2024-01-23,65450,Furniture
ORD03242,C0307,2025-12-28,58109,Furniture
ORD03243,C0237,2025-04-29,53285,Furniture
ORD03244,C0160,2024-08-06,75944,Furniture
ORD03245,C0493,2025-09-02,22521,Office Supplies
ORD03246,C0291,2024-04-12,34595,Furniture
ORD03247,C0121,2024-03-15,22782,Office Supplies
ORD03248,C0395,2024-10-29,45892,Office Supplies
ORD03249,C0122,2024-09-22,60451,Furniture
ORD03250,C0298,2025-12-21,9625,Electronics
ORD03251,C0208,2024-02-04,67752,Furniture
ORD03252,C0348,2025-04-21,72320,Office Supplies
ORD03253,C0486,2024-05-03,74140,Electronics
ORD03254,C0075,2024-06-16,28981,Office Supplies
ORD03255,C0366,2024-09-29,36523,Office Supplies
ORD03256,C0294,2024-10-23,37495,Furniture
ORD03257,C0404,2025-11-14,40593,Office Supplies
ORD03258,C0156,2025-06-21,47543,Office Supplies
ORD03259,C0203,2025-09-26,41683,Furniture
ORD03260,C0497,2024-12-02,11535,Office Supplies
ORD03261,C0135,2024-06-30,16473,Office Supplies
ORD03262,C0189,2025-04-19,19408,Office Supplies
ORD03263,C0381,2025-08-23,13196,Furniture
ORD03264,C0068,2025-01-23,8268,Furniture
ORD03265,C0033,2024-08-12,27605,Office Supplies
ORD03266,C0044,2024-10-03,31711,Office Supplies
ORD03267,C0067,2025-03-27,53850,Furniture
ORD03268,C0340,2025-02-10,16107,Electronics
ORD03269,C0109,2025-09-07,47084,Furniture
ORD03270,C0136,2025-01-10,20306,Furniture
ORD03271,C0371,2025-08-07,15652,Electronics
ORD03272,C0227,2024-06-25,2375,Furniture
ORD03273,C0407,2025-04-24,58855,Office Supplies
ORD03274,C0441,2025-11-14,29539,Electronics
ORD03275,C0484,2025-09-27,61405,Office Supplies
ORD03276,C0014,2024-09-03,29030,Furniture
ORD03277,C0205,2025-07-26,52791,Electronics
ORD03278,C0027,2025-05-05,46044,Electronics
ORD03279,C0289,2024-04-28,79561,Electronics
ORD03280,C0390,2025-11-06,77309,Electronics
ORD03281,C0282,2024-06-10,68763,Office Supplies
ORD03282,C0289,2024-03-26,67857,Office Supplies
ORD03283,C0108,2024-11-24,2724,Furniture
ORD03284,C0121,2025-09-29,66583,Furniture
ORD03285,C0273,2025-10-15,43184,Furniture
ORD03286,C0006,2025-01-06,5824,Furniture
ORD03287,C0261,2024-05-01,46314,Electronics
ORD03288,C0351,2024-03-29,35750,Furniture
ORD03289,C0069,2025-04-16,66827,Furniture
ORD03290,C0203,2025-10-11,54343,Electronics
ORD03291,C0037,2025-04-25,52468,Electronics
ORD03292,C0346,2025-04-18,24219,Furniture
ORD03293,C0118,2025-06-01,17138,Furniture
ORD03294,C0138,2025-01-06,54678,Furniture
ORD03295,C0043,2025-12-27,36199,Office Supplies
ORD03296,C0309,2025-04-08,45951,Electronics
ORD03297,C0333,2024-02-05,10134,Furniture
ORD03298,C0133,2025-01-29,28843,Electronics
ORD03299,C0279,2024-09-24,43132,Furniture
ORD03300,C0146,2024-12-07,1432,Electronics
ORD03301,C0065,2025-11-02,19648,Electronics
ORD03302,C0038,2025-09-23,69319,Office Supplies
ORD03303,C0492,2025-05-29,39918,Office Supplies
ORD03304,C0052,2024-07-28,11341,Electronics
ORD03305,C0498,2024-02-24,47909,Office Supplies
ORD03306,C0126,2024-02-27,73571,Office Supplies
ORD03307,C0267,2025-09-24,31697,Electronics
ORD03308,C0290,2025-12-19,20924,Office Supplies
ORD03309,C0473,2024-07-08,20862,Office Supplies
ORD03310,C0021,2024-06-17,41469,Electronics
ORD03311,C0415,2025-05-26,56931,Furniture
ORD03312,C0469,2025-08-29,58497,Electronics
ORD03313,C0420,2025-11-27,53934,Office Supplies
ORD03314,C0104,2025-12-14,72760,Electronics
ORD03315,C0283,2024-06-17,50564,Office Supplies
ORD03316,C0210,2025-04-04,38948,Electronics
ORD03317,C0351,2024-01-19,1936,Office Supplies
ORD03318,C0484,2025-11-10,64026,Furniture
ORD03319,C0114,2024-12-01,39487,Office Supplies
ORD03320,C0338,2025-02-23,25285,Furniture
ORD03321,C0341,2025-09-04,46880,Office Supplies
ORD03322,C0010,2024-04-28,19496,Electronics
ORD03323,C0112,2025-01-07,44570,Electronics
ORD03324,C0027,2024-05-01,22206,Furniture
ORD03325,C0114,2024-09-15,27022,Furniture
ORD03326,C0374,2024-09-21,51965,Furniture
ORD03327,C0298,2024-08-15,61949,Electronics
ORD03328,C0219,2025-05-01,44025,Furniture
ORD03329,C0153,2024-10-24,3997,Electronics
ORD03330,C0323,2024-03-29,36110,Office Supplies
ORD03331,C0090,2024-07-06,16665,Electronics
ORD03332,C0318,2024-09-23,44316,Office Supplies
ORD03333,C0253,2024-07-03,3465,Furniture
ORD03334,C0192,2024-11-23,30766,Electronics
ORD03335,C0052,2025-02-10,73298,Furniture
ORD03336,C0451,2024-12-26,42577,Electronics
ORD03337,C0079,2025-01-31,79091,Furniture
ORD03338,C0409,2025-01-11,2801,Furniture
ORD03339,C0496,2025-06-19,28335,Office Supplies
ORD03340,C0201,2024-02-25,61631,Electronics
ORD03341,C0077,2025-07-27,66915,Furniture
ORD03342,C0401,2025-08-15,76576,Electronics
ORD03343,C0492,2025-08-16,20632,Office Supplies
ORD03344,C0424,2025-06-28,74275,Office Supplies
ORD03345,C0365,2025-12-29,54256,Furniture
ORD03346,C0259,2025-08-15,70261,Electronics
ORD03347,C0051,2024-02-01,53417,Office Supplies
ORD03348,C0348,2024-12-14,24596,Office Supplies
ORD03349,C0177,2024-10-18,41847,Office Supplies
ORD03350,C0101,2024-02-02,42158,Electronics
ORD03351,C0339,2024-08-04,56738,Electronics
ORD03352,C0486,2024-09-17,13530,Furniture
ORD03353,C0425,2024-08-27,59348,Electronics
ORD03354,C0236,2025-10-15,22216,Furniture
ORD03355,C0468,2024-09-23,19258,Electronics
ORD03356,C0024,2025-11-05,46814,Electronics
ORD03357,C0094,2025-10-27,39509,Electronics
ORD03358,C0454,2025-03-29,75727,Office Supplies
ORD03359,C0117,2025-09-08,59044,Furniture
ORD03360,C0376,2025-07-28,68187,Electronics
ORD03361,C0025,2024-09-25,67560,Furniture
ORD03362,C0300,2024-04-12,46622,Office Supplies
ORD03363,C0013,2025-01-02,35765,Electronics
ORD03364,C0452,2024-10-30,73893,Furniture
ORD03365,C0268,2024-10-16,6773,Furniture
ORD03366,C0054,2024-11-10,66461,Electronics
ORD03367,C0134,2024-01-07,68139,Office Supplies
ORD03368,C0238,2025-05-14,76547,Furniture
ORD03369,C0434,2024-03-20,43371,Office Supplies
ORD03370,C0482,2025-02-14,78173,Electronics
ORD03371,C0069,2025-08-28,16025,Office Supplies
ORD03372,C0103,2025-04-12,77325,Electronics
ORD03373,C0322,2024-03-05,53162,Office Supplies
ORD03374,C0269,2024-10-15,2807,Furniture
ORD03375,C0358,2025-05-04,53925,Office Supplies
ORD03376,C0121,2024-08-23,2502,Office Supplies
ORD03377,C0355,2025-08-18,41614,Furniture
ORD03378,C0397,2025-10-18,79167,Electronics
ORD03379,C0157,2024-04-14,42214,Office Supplies
ORD03380,C0415,2025-08-13,25375,Office Supplies
ORD03381,C0155,2024-05-21,62245,Furniture
ORD03382,C0252,2025-04-12,37459,Electronics
ORD03383,C0222,2024-12-10,32720,Furniture
ORD03384,C0144,2025-02-21,50161,Furniture
ORD03385,C0285,2024-12-17,55940,Electronics
ORD03386,C0351,2025-03-29,14281,Furniture
ORD03387,C0152,2024-08-30,53044,Electronics
ORD03388,C0335,2025-12-23,15880,Electronics
ORD03389,C0491,2025-02-18,68885,Furniture
ORD03390,C0301,2025-01-15,19121,Furniture
ORD03391,C0037,2025-05-21,16423,Furniture
ORD03392,C0268,2025-05-20,40426,Furniture
ORD03393,C0281,2024-06-16,42223,Furniture
ORD03394,C0327,2024-09-10,36767,Office Supplies
ORD03395,C0379,2024-07-27,23713,Furniture
ORD03396,C0045,2024-01-11,17064,Electronics
ORD03397,C0014,2024-06-18,73964,Office Supplies
ORD03398,C0104,2025-12-11,16364,Furniture
ORD03399,C0293,2025-11-13,9863,Furniture
ORD03400,C0040,2024-02-24,12119,Electronics
ORD03401,C0380,2024-05-12,6956,Electronics
ORD03402,C0332,2025-04-09,41043,Furniture
ORD03403,C0133,2025-12-18,74413,Electronics
ORD03404,C0161,2025-12-04,63268,Office Supplies
ORD03405,C0224,2024-04-08,78075,Furniture
ORD03406,C0454,2024-05-12,25748,Office Supplies
